UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_Rolling_Mean,Air temperature [K]_Volatility,Air temperature [K]_Delta,Process temperature [K]_Rolling_Mean,Process temperature [K]_Volatility,Process temperature [K]_Delta,Rotational speed [rpm]_Rolling_Mean,Rotational speed [rpm]_Volatility,Rotational speed [rpm]_Delta,Torque [Nm]_Rolling_Mean,Torque [Nm]_Volatility,Torque [Nm]_Delta,Tool wear [min]_Rolling_Mean,Tool wear [min]_Volatility,Tool wear [min]_Delta,Air temperature [K]_Rolling_Delta,Process temperature [K]_Rolling_Delta,Rotational speed [rpm]_Rolling_Delta,Torque [Nm]_Rolling_Delta,Tool wear [min]_Rolling_Delta
9647,L56826,L,299.4,310.4,1582,31.7,181,0,0,0,0,0,0,299.38,0.04472135950665162,0.0,310.44,0.054772255747065623,-0.10000000000002274,1568.2,140.15598453151824,-167.0,35.86,7.40965586245428,3.599999999999998,177.0,3.162277660171839,2.0,0.01999999999999318,0.0,43.4,-4.440000000000006,2.0
9648,L56827,L,299.2,310.2,1458,47.0,183,0,0,0,0,0,0,299.34,0.0894427190767511,-0.19999999999998863,310.38,0.10954451149896836,-0.19999999999998863,1585.4,112.6334763735861,-124.0,36.0,7.65865523443921,15.3,179.0,3.162277660172059,2.0,-0.039999999999997725,-0.060000000000002274,17.2,0.13999999999999488,2.0
9649,L56828,L,299.1,310.1,1416,41.2,185,0,0,0,0,0,0,299.28000000000003,0.13038404808650728,-0.0999999999999659,310.32,0.16431676724993305,-0.0999999999999659,1566.8,134.04737968345063,-42.0,36.12,7.752870436167699,-5.799999999999997,181.0,3.162277660172279,2.0,-0.05999999999999091,-0.05999999999999091,-18.6,0.1199999999999946,2.0
9650,H39063,H,299.1,310.0,1657,33.1,187,0,0,0,0,0,0,299.23999999999995,0.15165750886503837,0.0,310.24,0.20736441353175797,-0.10000000000002274,1572.4,137.82706555680264,241.0,36.22,7.699155797878306,-8.100000000000001,183.0,3.1622776601724993,2.0,-0.039999999999997725,-0.07999999999999545,5.6,0.09999999999999432,2.0
9651,M24510,M,299.1,310.0,1437,41.1,192,0,0,0,0,0,0,299.18,0.13038404808390375,0.0,310.14,0.16733200530456574,0.0,1510.0,104.47727025530088,-220.0,38.82000000000001,6.347991808438578,8.0,185.6,4.219004621949095,5.0,-0.05999999999999091,-0.1,-62.4,2.5999999999999943,2.6
9652,M24511,M,299.1,310.0,1580,36.0,195,0,0,0,0,0,0,299.12,0.044721359486837434,0.0,310.06,0.08944271909528254,0.0,1509.6,104.13596881000906,143.0,39.68000000000001,5.3560246452012645,-5.100000000000001,188.4,4.979959839198478,3.0,-0.05999999999999091,-0.07999999999999545,-0.4,0.8599999999999944,2.8
9653,M24512,M,299.0,310.0,1488,46.3,198,0,0,0,0,0,0,299.08000000000004,0.044721359483914,-0.10000000000002274,310.02,0.04472135954006896,0.0,1515.6,101.24376524013309,-92.0,39.540000000000006,5.120839774881002,10.299999999999997,191.4,5.412947441092681,3.0,-0.039999999999997725,-0.039999999999997725,6.0,-0.14000000000000626,3.0
9654,L56833,L,299.0,309.9,1373,55.7,201,1,0,0,0,1,0,299.06,0.05477225569534772,0.0,309.98,0.04472135953956053,-0.10000000000002274,1507.0,112.96680928484784,-115.0,42.44,8.961473093191962,9.400000000000006,194.6,5.412947441092881,3.0,-0.02000000000000455,-0.0400000000000091,-8.6,2.899999999999994,3.2
9655,L56834,L,299.1,310.0,1367,56.3,203,1,0,0,0,1,0,299.06000000000006,0.05477225569534772,0.10000000000002274,309.98,0.04472135953956053,0.10000000000002274,1449.0,88.49576261041646,-6.0,47.08,8.922555687694182,0.5999999999999943,197.8,4.438468204238498,2.0,0.0,0.0,-58.0,4.6399999999999935,3.2
9656,H39069,H,299.1,310.0,1431,49.5,205,0,0,0,0,0,0,299.06,0.05477225569534772,0.0,309.98,0.04472135953956053,0.0,1447.8,88.7395064218817,64.0,48.760000000000005,8.282994627548895,-6.799999999999997,200.4,3.974921382875126,2.0,0.0,0.0,-1.2,1.679999999999994,2.6
9657,L56836,L,299.0,310.1,1623,33.0,210,0,0,0,0,0,0,299.04,0.0547722556941257,-0.10000000000002274,310.0,0.07071067811222233,0.10000000000002274,1456.4,105.29387446570279,192.0,48.160000000000004,9.462980502991849,-16.5,203.4,4.50555213043196,5.0,-0.02000000000000455,0.02000000000000455,8.6,-0.6000000000000056,3.0
9658,L56837,L,299.0,310.0,1484,39.6,212,0,0,0,0,0,0,299.04,0.0547722556941257,0.0,310.0,0.07071067811222233,-0.10000000000002274,1455.6,105.00857107874185,-139.0,46.82,10.235086711894716,6.600000000000001,206.2,4.658325879545342,2.0,0.0,0.0,-0.8,-1.3400000000000047,2.8
9659,L56838,L,299.0,309.9,1548,34.5,214,0,0,0,0,0,0,299.04,0.0547722556941257,0.0,310.0,0.07071067811222233,-0.10000000000002274,1490.6,99.62078096461191,64.0,42.58,10.025816674964869,-5.100000000000001,208.8,4.658325879545531,2.0,0.0,0.0,35.0,-4.240000000000006,2.6
9660,L56839,L,298.9,309.8,1287,61.9,216,1,0,0,0,1,0,299.0,0.07071067807309736,-0.10000000000002274,309.96,0.11401754250571618,-0.0999999999999659,1474.6,127.07596153482051,-261.0,43.7,12.050103733993485,27.4,211.4,4.219004621951181,2.0,-0.0400000000000091,-0.039999999999997725,-16.0,1.1199999999999946,2.6
9661,M24520,M,298.9,309.8,1392,43.1,218,0,0,0,0,0,0,298.96,0.05477225568925835,0.0,309.92,0.1303840481002045,0.0,1466.8,131.5397278391558,105.0,42.42,11.611933516861162,-18.799999999999997,214.0,3.162277660175847,2.0,-0.0400000000000091,-0.039999999999997725,-7.8,-1.2800000000000054,2.6
9662,H39075,H,299.0,310.0,1458,44.9,221,0,0,0,0,0,0,298.96,0.05477225568925835,0.10000000000002274,309.9,0.09999999999486504,0.19999999999998863,1433.8,99.30357496081992,66.0,44.8,10.349396117648785,1.7999999999999972,216.2,3.492849839321573,3.0,0.0,-0.02000000000000455,-33.0,2.379999999999994,2.2
9663,M24522,M,299.1,310.1,1570,30.9,226,0,0,0,0,0,0,298.98,0.08366600261412228,0.10000000000002274,309.91999999999996,0.1303840481002045,0.10000000000002274,1451.0,116.18519699169589,112.0,43.06,12.036112329153616,-14.0,219.0,4.69041575982883,5.0,0.02000000000000455,0.02000000000000455,17.2,-1.7400000000000062,2.8
9664,L56843,L,299.1,310.1,1435,48.8,229,1,0,0,0,1,0,299.0,0.09999999996781839,0.0,309.96,0.1516575088778703,0.0,1428.4,102.82169031872205,-135.0,45.92,11.160734742838565,17.9,222.0,5.431390245604964,3.0,0.02000000000000455,0.0400000000000091,-22.6,2.8599999999999937,3.0
9665,L56844,L,299.1,310.2,1317,54.8,231,1,0,0,0,1,0,299.04,0.08944271906554276,0.0,310.04,0.15165750887814577,0.0999999999999659,1434.4,92.90478997338715,-118.0,44.5,8.826947377208258,6.0,225.0,5.431390245605156,2.0,0.0400000000000091,0.07999999999999545,6.0,-1.420000000000006,3.0
9666,L56845,L,299.2,310.3,1610,33.3,233,0,0,0,0,0,0,299.1,0.0707106780780046,0.0999999999999659,310.14,0.11401754250655968,0.10000000000002274,1478.0,116.25188170519725,293.0,42.54,10.197205499547593,-21.5,228.0,4.690415759829498,2.0,0.060000000000002274,0.1,43.6,-1.9600000000000066,3.0
9667,M24526,M,299.1,310.3,1838,24.0,235,0,0,0,0,0,0,299.12,0.04472135948726564,-0.0999999999999659,310.2,0.09999999999648296,0.0,1554.0,196.45482941378452,228.0,38.36,12.910577059140442,-9.299999999999997,230.8,3.4928498393230227,2.0,0.02000000000000455,0.060000000000002274,76.0,-4.180000000000005,2.8
9668,L56847,L,299.2,310.3,1352,48.9,238,1,0,0,0,1,0,299.14,0.0547722557005673,0.0999999999999659,310.24000000000007,0.08944271909630894,0.0,1510.4,215.30281001417325,-486.0,41.959999999999994,12.81963338009335,24.9,233.2,3.492849839323256,3.0,0.01999999999999318,0.039999999999997725,-43.6,3.5999999999999943,2.4
9669,L56848,L,299.1,310.3,1619,35.2,240,0,0,0,0,0,0,299.14,0.0547722557005673,-0.0999999999999659,310.28000000000003,0.044721359543167985,0.0,1547.2,214.91789129804707,267.0,39.239999999999995,12.442789076409015,-13.699999999999996,235.4,3.6469165057705935,2.0,0.0,0.039999999999997725,36.8,-2.7200000000000046,2.2
9670,L56849,L,299.1,310.3,1619,31.1,242,0,0,0,0,0,0,299.14,0.0547722557005673,0.0,310.3,0.0,0.0,1607.6,172.25068940355266,0.0,34.5,9.098076719834987,-4.100000000000001,237.6,3.646916505770798,2.0,0.0,0.02000000000000455,60.4,-4.740000000000005,2.2
9671,L56850,L,299.0,310.2,1690,30.7,244,0,0,0,0,0,0,299.1,0.07071067807797596,-0.10000000000002274,310.28000000000003,0.044721359543167985,-0.10000000000002274,1623.6,176.19960272372685,71.0,33.980000000000004,9.256727283441128,-0.40000000000000213,239.8,3.4928498393238967,2.0,-0.039999999999997725,-0.02000000000000455,16.0,-0.5200000000000052,2.2
9672,L56851,L,299.0,310.2,1412,44.1,246,0,0,0,0,0,0,299.08000000000004,0.08366600261819067,0.0,310.26000000000005,0.054772255744729235,0.0,1538.4,147.22194129951953,-278.0,38.0,8.135723692456834,13.400000000000002,242.0,3.1622776601788916,2.0,-0.02000000000000455,-0.02000000000000455,-85.2,4.019999999999994,2.2
9673,H39086,H,299.0,310.2,1744,31.5,0,0,0,0,0,0,0,299.04,0.05477225569416527,0.0,310.23999999999995,0.05477225574452167,0.0,1616.8,125.98690408133366,332.0,34.52,5.649070720039129,-12.600000000000001,194.4,108.6959060866601,-246.0,-0.039999999999997725,-0.02000000000000455,78.4,-3.4800000000000053,-47.6
9674,M24533,M,299.0,310.1,1593,35.4,5,0,0,0,0,0,0,299.02000000000004,0.04472135947938667,0.0,310.2,0.07071067811369547,-0.0999999999999659,1611.6,126.40925599021286,-151.0,34.56,5.655793489865361,3.8999999999999986,147.4,132.29436873880914,5.0,-0.02000000000000455,-0.039999999999997725,-5.2,0.039999999999993464,-47.0
9675,L56854,L,299.1,310.2,1695,29.6,8,0,0,0,0,0,0,299.02,0.04472135947938667,0.10000000000002274,310.18,0.04472135954191838,0.0999999999999659,1626.8,131.9685568610916,102.0,34.260000000000005,5.918868135040972,-5.799999999999997,100.6,131.85143154323342,3.0,0.0,-0.02000000000000455,15.2,-0.3000000000000057,-46.8
9676,M24535,M,299.0,310.2,1298,57.2,10,0,0,0,0,0,0,299.02,0.04472135947938667,-0.10000000000002274,310.17999999999995,0.04472135954191838,0.0,1548.4,189.1065837034744,-397.0,39.56,11.327532829350062,27.6,53.8,107.50906938486604,2.0,0.0,0.0,-78.4,5.299999999999995,-46.8
9677,L56856,L,299.0,310.1,1886,21.2,13,0,0,0,0,0,0,299.02,0.04472135947938667,0.0,310.15999999999997,0.054772255743738125,-0.0999999999999659,1643.2,219.93112558253134,588.0,34.98,13.46150065928771,-36.0,7.2,4.969909455906254,3.0,0.0,-0.01999999999999318,94.8,-4.580000000000005,-46.6
9678,L56857,L,299.0,310.1,2033,19.3,15,0,0,0,0,0,0,299.02,0.04472135947938667,0.0,310.14,0.05477225574356559,0.0,1701.0,282.20471293016914,147.0,32.54,15.23837261652318,-1.8999999999999986,10.2,3.962322551220237,2.0,0.0,-0.01999999999999318,57.8,-2.440000000000005,3.0
9679,M24538,M,299.1,310.2,1711,28.1,17,0,0,0,0,0,0,299.04,0.05477225569416527,0.10000000000002274,310.15999999999997,0.054772255743738125,0.0999999999999659,1724.6,275.7758147481377,-322.0,31.080000000000002,15.245556729749278,8.8,12.6,3.6469165057497657,2.0,0.02000000000000455,0.01999999999999318,23.6,-1.4600000000000044,2.4
9680,L56859,L,299.1,310.2,1598,33.4,20,0,0,0,0,0,0,299.04,0.05477225569416527,0.0,310.15999999999997,0.054772255743738125,0.0,1705.2,281.7262856035964,-113.0,31.839999999999996,15.248049055535056,5.299999999999997,15.0,3.8078865529203623,3.0,0.0,0.0,-19.4,0.7599999999999945,2.4
9681,L56860,L,299.1,310.1,1894,24.2,22,0,0,0,0,0,0,299.06000000000006,0.05477225569545087,0.0,310.14,0.05477225574356559,-0.0999999999999659,1824.4,170.49134875412054,296.0,25.240000000000002,5.644732057414553,-9.2,17.4,3.646916505750214,2.0,0.02000000000000455,-0.01999999999999318,119.2,-6.600000000000006,2.4
9682,M24541,M,299.1,310.1,1412,44.4,24,0,0,0,0,0,0,299.08000000000004,0.04472135948411421,0.0,310.14,0.05477225574356559,0.0,1729.6,243.72792207705533,-482.0,29.879999999999995,9.625331163134257,20.2,19.6,3.64691650575042,2.0,0.02000000000000455,0.0,-94.8,4.639999999999994,2.2
9683,L56862,L,299.1,310.0,1394,46.6,27,0,0,0,0,0,0,299.1,0.0,0.0,310.12,0.08366600264874137,-0.10000000000002274,1601.8,210.07427257995954,-18.0,35.339999999999996,9.863467949965845,2.200000000000003,22.0,3.8078865529209884,3.0,0.02000000000000455,-0.02000000000000455,-127.8,5.459999999999995,2.4
9684,M24543,M,299.0,310.0,1338,56.4,29,0,0,0,0,0,0,299.08000000000004,0.04472135948411421,-0.10000000000002274,310.08000000000004,0.08366600264850697,0.0,1527.2,227.13696308615016,-56.0,41.0,12.450702791409139,9.799999999999997,24.4,3.6469165057508683,2.0,-0.02000000000000455,-0.039999999999997725,-74.6,5.659999999999994,2.4
9685,H39098,H,298.9,309.9,1376,51.0,32,0,0,0,0,0,0,299.04,0.08944271906550741,-0.10000000000002274,310.02,0.08366600264815538,-0.10000000000002274,1482.8,231.49341243326805,38.0,44.52,12.251204022462579,-5.399999999999999,26.8,3.9623225512216647,3.0,-0.0400000000000091,-0.060000000000002274,-44.4,3.5199999999999947,2.4
9686,L56865,L,299.0,310.0,1360,48.1,37,0,0,0,0,0,0,299.02,0.08366600261571508,0.10000000000002274,310.0,0.07071067811228716,0.10000000000002274,1376.0,28.809720581760967,-16.0,49.3,4.637887450122442,-2.8999999999999986,29.8,4.969909455907804,5.0,-0.02000000000000455,-0.02000000000000455,-106.8,4.779999999999995,3.0
9687,L56866,L,299.1,310.1,1486,40.7,39,0,0,0,0,0,0,299.02000000000004,0.08366600261571508,0.10000000000002274,310.0,0.07071067811228716,0.10000000000002274,1390.8,57.07188449665161,126.0,48.56,5.771741504953529,-7.399999999999999,32.8,5.118593556820453,2.0,0.0,0.0,14.8,-0.7400000000000049,3.0
9688,M24547,M,299.1,310.1,1649,31.6,41,0,0,0,0,0,0,299.02,0.08366600261571508,0.0,310.02,0.08366600264815538,0.0,1441.8,129.11312868953004,163.0,45.56,9.64432475604193,-9.100000000000001,35.6,4.97995983918804,2.0,0.0,0.02000000000000455,51.0,-3.0000000000000058,2.8
9689,L56868,L,299.1,310.1,1367,45.6,44,0,0,0,0,0,0,299.04,0.08944271906550741,0.0,310.04,0.08944271909520272,0.0,1447.6,123.82770287782594,-282.0,43.400000000000006,7.6029599499144584,14.0,38.6,4.505552130419514,3.0,0.02000000000000455,0.02000000000000455,5.8,-2.160000000000005,3.0
9690,L56869,L,299.0,310.1,1362,59.5,46,0,0,0,0,0,0,299.06000000000006,0.05477225569545087,-0.10000000000002274,310.08000000000004,0.044721359540876124,0.0,1444.8,125.99087268528282,-5.0,45.1,10.22521393419244,13.899999999999999,41.4,3.6469165057524604,2.0,0.02000000000000455,0.0400000000000091,-2.8,1.6999999999999944,2.8
9691,M24550,M,298.9,310.0,1520,35.6,48,0,0,0,0,0,0,299.04,0.08944271906550741,-0.10000000000002274,310.08000000000004,0.044721359540876124,-0.10000000000002274,1476.8,119.20444622579792,158.0,42.6,10.819195903578198,-23.9,43.6,3.6469165057526665,2.0,-0.02000000000000455,0.0,32.0,-2.5000000000000058,2.2
9692,L56871,L,299.0,310.0,1582,31.9,51,0,0,0,0,0,0,299.02,0.08366600261571508,0.10000000000002274,310.06,0.05477225574288129,0.0,1496.0,128.43091528132604,62.0,40.84,11.870256947513953,-3.700000000000003,46.0,3.80788655292314,3.0,-0.02000000000000455,-0.02000000000000455,19.2,-1.7600000000000064,2.4
9693,M24552,M,299.0,310.0,1667,30.0,53,0,0,0,0,0,0,299.0,0.07071067807308129,0.0,310.04,0.05477225574269708,0.0,1499.6,133.9264723644999,85.0,40.52,12.198647466010454,-1.8999999999999986,48.4,3.6469165057531145,2.0,-0.02000000000000455,-0.02000000000000455,3.6,-0.32000000000000595,2.4
9694,L56873,L,298.9,310.0,1693,28.8,56,0,0,0,0,0,0,298.96,0.05477225568920063,-0.10000000000002274,310.02,0.04472135954019929,0.0,1564.8,132.5809186874158,26.0,37.16,12.750803896225651,-1.1999999999999993,50.8,3.962322551223732,3.0,-0.0400000000000091,-0.02000000000000455,65.2,-3.3600000000000056,2.4
9695,L56874,L,298.9,310.0,1559,33.4,58,0,0,0,0,0,0,298.93999999999994,0.05477225568797861,0.0,310.0,0.0,0.0,1604.2,73.23728558595792,-134.0,31.939999999999998,2.699629604224111,4.599999999999998,53.2,3.9623225512239384,2.0,-0.02000000000000455,-0.02000000000000455,39.4,-5.220000000000006,2.4
9696,L56875,L,298.9,309.9,1592,32.0,60,0,0,0,0,0,0,298.94,0.05477225568797861,0.0,309.98,0.04472135953978938,-0.10000000000002274,1618.6,58.04567167325363,33.0,31.22,1.8143869488075643,-1.3999999999999986,55.6,3.6469165057537887,2.0,0.0,-0.02000000000000455,14.4,-0.720000000000006,2.4
9697,L56876,L,298.9,309.9,1404,39.8,62,0,0,0,0,0,0,298.91999999999996,0.04472135947191207,0.0,309.96,0.054772255742007586,0.0,1583.0,113.85736691140876,-188.0,32.8,4.296510211788542,7.799999999999997,57.8,3.4928498393061402,2.0,-0.02000000000000455,-0.02000000000000455,-35.6,1.579999999999994,2.2
9698,M24557,M,298.8,309.8,1413,45.5,64,0,0,0,0,0,0,298.88,0.04472135946893144,-0.0999999999999659,309.91999999999996,0.0836660026475779,-0.0999999999999659,1532.2,123.28300775045668,9.0,35.9,6.694027188472066,5.700000000000003,60.0,3.1622776601592757,2.0,-0.039999999999997725,-0.039999999999997725,-50.8,3.0999999999999943,2.2
9699,L56878,L,298.8,309.8,1663,28.2,67,0,0,0,0,0,0,298.86,0.05477225568310672,0.0,309.88,0.08366600264732142,0.0,1526.2,113.87141871426368,250.0,35.78,6.8565297344942095,-17.3,62.2,3.492849839306569,3.0,-0.01999999999999318,-0.039999999999997725,-6.0,-0.12000000000000596,2.2
9700,L56879,L,298.8,309.8,1508,36.3,69,0,0,0,0,0,0,298.84000000000003,0.05477225568189637,0.0,309.84000000000003,0.05477225574085951,0.0,1516.0,112.47444154117485,-155.0,36.36,6.726291697510839,8.099999999999998,64.4,3.646916505754613,2.0,-0.01999999999999318,-0.039999999999997725,-10.2,0.5799999999999941,2.2
9701,M24560,M,298.9,309.8,1353,53.7,71,0,0,0,0,0,0,298.84,0.05477225568189637,0.0999999999999659,309.82,0.044721359537970184,0.0,1468.2,122.44468138714382,-155.0,40.7,9.597655963828004,17.400000000000006,66.6,3.64691650575482,2.0,0.0,-0.01999999999999318,-47.8,4.3399999999999945,2.2
9702,L56881,L,298.8,309.8,1485,42.4,74,0,0,0,0,0,0,298.82000000000005,0.04472135946448432,-0.0999999999999659,309.8,0.0,0.0,1484.4,117.0675018952705,132.0,41.22,9.607132766856262,-11.300000000000004,69.0,3.807886552925203,3.0,-0.01999999999999318,-0.01999999999999318,16.2,0.5199999999999946,2.4
9703,L56882,L,298.9,310.0,1633,31.2,76,0,0,0,0,0,0,298.84000000000003,0.05477225568187626,0.0999999999999659,309.84,0.08944271909405918,0.19999999999998863,1528.4,124.62263036864195,148.0,38.36,10.128820266941421,-11.2,71.4,3.6469165057552693,2.0,0.01999999999999318,0.039999999999997725,44.0,-2.8600000000000056,2.4
9704,L56883,L,298.9,310.0,1422,43.6,78,0,0,0,0,0,0,298.86,0.05477225568305288,0.0,309.88,0.10954451149632616,0.0,1480.2,104.53563985550173,-211.0,41.44,8.473075002618781,12.400000000000002,73.6,3.6469165057554767,2.0,0.01999999999999318,0.039999999999997725,-48.2,3.0799999999999947,2.2
9705,L56884,L,298.9,310.1,1577,41.4,80,0,0,0,0,0,0,298.88,0.04472135946882418,0.0,309.94,0.13416407864631524,0.10000000000002274,1494.0,113.30931117961649,155.0,42.459999999999994,7.99299693481758,-2.200000000000003,75.8,3.4928498393079024,2.0,0.01999999999999318,0.060000000000002274,13.8,1.0199999999999947,2.2
9706,L56885,L,298.9,310.0,1482,41.1,82,0,0,0,0,0,0,298.88,0.04472135946882418,0.0,309.98,0.10954451149667481,-0.10000000000002274,1519.8,84.09934601409907,-95.0,39.94,4.982770313791641,-0.29999999999999716,78.0,3.162277660161223,2.0,0.0,0.039999999999997725,25.8,-2.520000000000006,2.2
9707,M24566,M,299.0,310.1,1705,30.1,84,0,0,0,0,0,0,298.91999999999996,0.044721359471747615,0.10000000000002274,310.03999999999996,0.054772255742268364,0.10000000000002274,1563.8,113.68685060286948,223.0,37.480000000000004,6.321154957759164,-11.0,80.0,3.1622776601614375,2.0,0.039999999999997725,0.060000000000002274,44.0,-2.4600000000000053,2.0
9708,L56887,L,299.0,310.1,1699,32.9,87,0,0,0,0,0,0,298.94,0.05477225568780088,0.0,310.06,0.05477225574241237,0.0,1577.0,126.80496835691874,-6.0,37.82000000000001,5.9327059593412566,2.799999999999997,82.2,3.492849839308524,3.0,0.02000000000000455,0.02000000000000455,13.2,0.3399999999999942,2.2
9709,L56888,L,299.0,310.1,1664,29.7,89,0,0,0,0,0,0,298.96,0.05477225568896583,0.0,310.08000000000004,0.0447213595402319,0.0,1625.4,95.06471479996752,-35.0,35.04,5.802413291037037,-3.1999999999999993,84.4,3.6469165057564843,2.0,0.02000000000000455,0.02000000000000455,48.4,-2.780000000000006,2.2
9710,M24569,M,299.0,310.0,1486,34.6,91,0,0,0,0,0,0,298.98,0.04472135947604459,0.0,310.06000000000006,0.05477225574239226,-0.10000000000002274,1607.2,113.55923564377828,-178.0,33.68,4.61432551951022,4.900000000000002,86.6,3.6469165057566912,2.0,0.02000000000000455,-0.02000000000000455,-18.2,-1.3600000000000052,2.2
9711,L56890,L,299.1,310.1,1336,61.3,94,0,0,0,0,0,0,299.02,0.044721359478939425,0.10000000000002274,310.08000000000004,0.0447213595402319,0.10000000000002274,1578.0,162.16812263820273,-150.0,37.72,13.33574144920346,26.699999999999996,89.0,3.807886552926995,3.0,0.0400000000000091,0.02000000000000455,-29.2,4.039999999999994,2.4
9712,H39125,H,299.1,310.1,1429,42.9,96,0,0,0,0,0,0,299.04,0.054772255693672965,0.0,310.08000000000004,0.0447213595402319,0.0,1522.8,154.94418349844295,93.0,40.28,12.7217137210363,-18.4,91.4,3.6469165057571407,2.0,0.02000000000000455,0.0,-55.2,2.559999999999994,2.4
9713,M24572,M,299.1,310.2,1456,48.4,101,0,0,0,0,0,0,299.06,0.054772255694837915,0.0,310.1,0.07071067811258815,0.0999999999999659,1474.2,120.03832721259973,27.0,43.379999999999995,12.357062757791725,5.5,94.2,4.658325879537173,5.0,0.02000000000000455,0.01999999999999318,-48.6,3.0999999999999943,2.8
9714,L56893,L,299.1,310.2,1496,45.0,104,0,0,0,0,0,0,299.08000000000004,0.04472135948323639,0.0,310.12,0.08366600264837919,0.0,1440.6,64.11552074185441,40.0,46.44,9.739763857507183,-3.3999999999999986,97.2,5.263078946773248,3.0,0.02000000000000455,0.01999999999999318,-33.6,3.0599999999999943,3.0
9715,L56894,L,299.1,310.1,1894,20.1,106,0,0,0,0,0,0,299.1,0.0,0.0,310.14,0.054772255742982515,-0.0999999999999659,1522.2,216.0212952465547,398.0,43.54,14.92491206004254,-24.9,100.2,5.118593556824943,2.0,0.02000000000000455,0.02000000000000455,81.6,-2.9000000000000057,3.0
9716,L56895,L,299.1,310.1,1373,55.6,108,0,0,0,0,0,0,299.1,0.0,0.0,310.14,0.054772255742982515,0.0,1529.6,208.55287099438155,-521.0,42.4,13.365440509014409,35.5,103.0,4.690415759820415,2.0,0.0,0.0,7.4,-1.1400000000000048,2.8
9717,H39130,H,299.0,310.0,1387,45.2,110,0,0,0,0,0,0,299.08000000000004,0.044721359483207795,-0.10000000000002274,310.12,0.08366600264835966,-0.10000000000002274,1521.2,214.3821354497598,14.0,42.86,13.426391920393332,-10.399999999999999,105.8,3.4928498393108205,2.0,-0.02000000000000455,-0.02000000000000455,-8.4,0.4599999999999952,2.8
9718,L56897,L,298.9,309.9,1500,44.2,115,0,0,0,0,0,0,299.04,0.0894427190651261,-0.10000000000002274,310.06000000000006,0.11401754250596238,-0.10000000000002274,1530.0,211.92569452522542,113.0,42.02,13.121051787109268,-1.0,108.6,4.219004621942899,5.0,-0.0400000000000091,-0.060000000000002274,8.8,-0.8400000000000049,2.8
9719,L56898,L,298.9,309.9,1517,36.6,117,0,0,0,0,0,0,299.0,0.099999999967488,0.0,310.0,0.0999999999952136,0.0,1534.2,211.29055823675404,17.0,40.34,13.181729780267966,-7.600000000000001,111.2,4.658325879538411,2.0,-0.0400000000000091,-0.060000000000002274,4.2,-1.6800000000000055,2.6
9720,L56899,L,298.9,309.9,1309,56.2,119,0,0,0,0,0,0,298.96,0.08944271906214547,0.0,309.96000000000004,0.08944271909441469,0.0,1417.2,88.58442300991274,-208.0,47.56,8.310715973970186,19.6,113.8,4.658325879538601,2.0,-0.0400000000000091,-0.0400000000000091,-117.0,7.219999999999994,2.6
9721,M24580,M,298.9,309.9,1357,54.5,121,0,0,0,0,0,0,298.91999999999996,0.044721359471289246,0.0,309.91999999999996,0.0447213595383698,0.0,1414.0,90.84051959340147,48.0,47.34,8.055308808481723,-1.7000000000000028,116.4,4.219004621943529,2.0,-0.0400000000000091,-0.0400000000000091,-3.2,-0.22000000000000597,2.6
9722,L56901,L,298.8,309.8,1490,40.6,124,0,0,0,0,0,0,298.88,0.044721359468308616,-0.0999999999999659,309.88,0.044721359537931285,-0.0999999999999659,1434.6,94.78027220893152,133.0,46.42,8.604766121168154,-13.899999999999999,119.2,3.4928498393121297,3.0,-0.039999999999997725,-0.039999999999997725,20.6,-0.9200000000000059,2.8
9723,H39136,H,298.8,309.8,1911,21.6,126,0,0,0,0,0,0,298.86,0.05477225568259819,0.0,309.86,0.05477225574048268,0.0,1516.8,237.0805770197111,421.0,41.9,14.187318280774676,-19.0,121.4,3.646916505759937,2.0,-0.01999999999999318,-0.01999999999999318,82.2,-4.520000000000006,2.2
9724,L56903,L,298.8,309.8,1599,33.6,131,0,0,0,0,0,0,298.84,0.05477225568138784,0.0,309.84000000000003,0.054772255740310145,0.0,1533.2,239.9170690051026,-312.0,41.3,14.5268716522176,12.0,124.2,4.658325879539363,5.0,-0.01999999999999318,-0.01999999999999318,16.4,-0.6000000000000056,2.8
9725,M24584,M,298.8,309.7,2098,19.0,133,0,0,0,0,0,0,298.82000000000005,0.0447213594638615,0.0,309.8,0.07071067811049302,-0.10000000000002274,1691.0,305.9697697485802,499.0,33.86,14.514062146759718,-14.600000000000001,127.0,4.949747468304627,2.0,-0.01999999999999318,-0.039999999999997725,157.8,-7.440000000000007,2.8
9726,M24585,M,298.7,309.7,1629,27.9,136,0,0,0,0,0,0,298.78000000000003,0.044721359460938075,-0.10000000000002274,309.76,0.05477225573964076,0.0,1745.4,250.9786843538693,-469.0,28.54,8.812377658725442,8.899999999999999,130.0,4.949747468304836,3.0,-0.039999999999997725,-0.039999999999997725,54.4,-5.320000000000006,3.0
